geo,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
jpn,Japan,6554.98,6938.47,7208.26,7512.66,7884.14,8330.67,8603.98,8947.12,9294.23,9639.4,9964.39,10304.37,10408.62,10668.89,11262.96,11627,12018.93,12277.2,12643.24,12918.96,13447.86,13941.42,13984.59,14436.4,14749.18,15103.56,15718.43,15989.66,16417.36,16701.83,16338.73,16709.57
kaz,Kazakhstan,1635.11,1320.59,1288.37,1305.9,1337.27,1387.28,1411.99,1436.22,1405.38,1430.15,1466.58,1475.72,1459.63,1451.3,1428.06,1494.77,1528.04,1528.4,1539.05,1533.86,1602.37,1586.08,1637.3,1470.35,1393.3,1379.64,1358.52,1337.43,1358.46,1356.14,1371.41,1374.96
ken,Kenya,516.37,540.87,566.48,589.69,615.64,636.49,658.94,690.51,724.23,755.41,807.81,834.9,893.17,958.55,1014.66,1075.6,1133.91,1190.06,1254.43,1337.87,1450.12,1535.78,1619.9,1710.34,1802.86,1893.09,1993.15,2098.7,2221.89,2346.6,2453.24,2547.44
kgz,Kyrgyz Republic,304.95,305.19,309.17,306.17,316.58,303.8,298.55,301.07,294.68,295.12,258.05,253.13,258.04,271.87,264.16,256.76,269.26,269.8,271.46,279.07,272.93,291.1,280.3,275.48,286.48,291.95,283.93,294.88,322.76,313.17,321.96,328.55
khm,Cambodia,377.59,391.56,408.86,430.32,454.02,477.02,499.55,520.24,542.6,567.04,590.31,618.47,645.74,671.39,702.67,737.45,769.7,810.27,847.71,887.89,929.71,976.77,1026.2,1075.15,1128.41,1181.63,1236.7,1292.34,1348.87,1404.61,1451.86,1493.19
kir,Kiribati,5,5.14,5.24,5.38,5.48,5.64,5.83,6.06,6.32,6.64,6.93,7.16,7.4,7.64,7.89,8.16,8.5,8.87,9.26,9.65,10.03,10.41,10.7,10.98,11.27,11.57,11.87,12.2,12.53,12.91,13.24,13.58
kna,St. Kitts and Nevis,7.82,6.34,5.98,5.9,6.4,6.72,6.65,6.58,6.47,6.57,6.52,6.34,6.7,6.52,6.44,6.44,6.88,7.35,7.37,7.56,7.78,8.25,8.5,8.84,8.92,8.87,8.75,8.98,9.23,9.51,9.78,10.12
kor,South Korea,1005.91,1041.65,1076.91,1120.32,1166.16,1226.38,1282.36,1331.11,1373.84,1429.94,1481.62,1519.32,1570.7,1635.23,1691.91,1759.13,1810.93,1885.83,1972.09,2069.01,2141.69,2213.27,2278.87,2366.56,2439.55,2517.31,2603.95,2641.48,2735.74,2797.17,2772.05,2858.76
kwt,Kuwait,33.41,32.99,40.19,45.02,45.73,46.95,53.58,52.59,58.57,59.28,57.16,69.13,70.22,71.03,70.57,68.03,76.04,90.57,101.39,100.02,91.09,102.14,112.64,115.35,128.33,130.78,131.68,126.73,131.11,137.81,142.37,162.9
lao,Lao,161.94,166.86,172.37,178,183.78,190.17,196.58,204.09,211.78,219.85,225.47,235.3,242.7,251.4,260.99,271.83,282.69,294.62,307.52,320.06,330.09,343.14,353.44,365.6,379.08,393.4,407.42,424.31,439.33,455.99,469.28,481.74
lbn,Lebanon,214.59,217.95,225.35,233.74,236.36,244.7,251.71,261.24,272.31,285.78,310.85,332.99,359.21,386.9,393.32,410.57,425.85,441.05,455.66,468.03,479.96,503.6,522.47,539.78,559.71,574.36,579.67,585.7,601.57,625.92,644.69,654.31
lbr,Liberia,63.78,63.98,64.36,65.79,67.36,67.62,69.62,70.22,72.6,74.78,77.36,78.8,80.49,81.64,84.15,86.21,89.66,93.55,98.84,106.73,113.74,118.75,128.42,137.51,142.21,146.04,152.12,157.51,164.11,174.01,183.56,192.54
lby,Libya,81.47,85.81,89.04,93.3,97.5,101.83,106.36,114.6,123.87,132.02,140.25,148.01,155.87,163.26,171.92,181.92,189.2,202.64,217,230.58,242.84,257.67,267.29,277.48,291.38,303.27,317.64,333.07,346.34,360.26,375.42,389.97
lca,St. Lucia,13.92,14.06,14.69,14.39,14.15,13.92,14.05,13.54,13.36,13.79,14.19,14.49,14.96,14.84,15.43,15.43,15.86,15.67,16.31,17.19,17.96,19.18,20.68,20.62,21.2,22.06,22.7,23.61,24.39,25.11,26.77,28.59
lka,Sri Lanka,616.49,624.09,650.72,669.12,709.54,735.13,781.65,828.71,842.8,880.04,909.11,914.04,956.05,1018.62,1090.53,1156.05,1204.31,1223.48,1266.69,1342.45,1354.9,1415.14,1435.37,1483.54,1520.97,1570.07,1605.28,1654.53,1700,1736.73,1630.25,1749.24
lso,Lesotho,65.65,67.06,68.66,70.28,71.88,72.43,72.9,74.5,83.05,93.53,108.27,113.25,120.75,132.86,140.26,145.57,147.69,147.4,148.27,148.45,150.58,152.18,156.68,160.48,163.7,165.97,165.82,165.42,166.33,168.94,169.01,165.3
ltu,Lithuania,469.09,494.76,483.25,501.13,506.64,505.52,516.17,508.12,516.94,519.65,530.82,543.7,534.42,565.95,546.95,589.84,585.82,614.45,646.26,600.71,596.27,602.18,598.8,609.71,574.32,595.25,563.89,551.4,558.02,566.35,557.48,563.86
lux,Luxembourg,99.19,99.46,94.02,98.22,99.36,97.64,91.68,90.59,88.42,88.07,92.29,95.99,95.75,98.25,95.98,93.36,95.76,93.52,97.89,101.15,102.57,98.58,98.37,104.17,111.1,114.2,111.26,111.26,110.19,109.36,102.96,102.89
lva,Latvia,417.12,417.8,426.81,451.45,476.67,464.02,406.1,409.74,441.37,442.41,427.37,444.55,438.9,438.64,439.11,441,474.05,452.52,456.09,470.15,466.66,462.14,442.23,466.86,454.63,450.22,452.67,441.43,436.33,426.17,418.42,420.2
mar,Morocco,441.97,460.88,480.72,500.74,520.43,537.62,554.87,578.78,595.18,621.41,642.69,672.67,720.58,766.83,813.07,861.74,911.2,967.09,1014.35,1062.02,1113.71,1167.24,1221.91,1280.79,1338.74,1394.89,1456.43,1513.89,1584.93,1641.97,1689.72,1731.96
mco,Monaco,12.07,12.21,12.35,12.56,12.82,13.07,13.35,13.64,13.92,14.2,14.52,14.79,14.98,15.16,15.3,15.5,15.65,15.76,15.89,16.06,16.27,16.38,16.54,16.74,16.78,16.84,16.91,16.98,17.07,17.16,17.16,17.26
mda,Moldova,536.53,502.77,464.77,489.99,530.15,535.68,513.81,455.47,431.71,468.12,471.92,485.63,497.52,501.05,483.46,500.08,527.65,548.42,575.78,597.41,587.96,558.56,553.16,556.92,575.18,604.77,585.54,562.04,557.91,562.58,573.18,583.11
mdg,Madagascar,435.87,441.66,448.51,458.04,452.48,453.89,460.78,474.29,485.4,488.3,499.73,504.86,521.87,535.19,548.73,553.78,566.32,587.67,614.49,644.33,675.82,707.99,741.3,776.95,819.46,863.77,914.06,964.99,1020.69,1078.89,1136.15,1190.8
mdv,Maldives,4.15,4.4,4.68,4.91,5.11,5.49,5.97,6.41,6.67,7,7.42,7.78,7.61,7.83,8.03,8.26,8.53,8.77,9.02,9.31,9.62,9.92,10.28,10.64,11.02,11.45,11.92,12.48,12.96,13.38,13.29,14.18
mex,Mexico,2812.84,2929.05,3119.94,3294.56,3409.37,3624.33,3711.61,3832.78,3982.54,4042.54,4075.88,4217.05,4469.13,4626.33,4756.54,4964.86,5143.33,5234.94,5539.32,5864.98,5865.91,6022.11,6369.13,6662.94,7002.49,7218.79,7684.39,7931.56,8341.16,8691.22,9001.93,9413.89
mhl,Marshall Islands,1.91,2.02,2.13,2.24,2.36,2.47,2.57,2.67,2.77,2.88,3,3.12,3.25,3.38,3.5,3.64,3.79,3.91,4.05,4.19,4.33,4.46,4.59,4.72,4.87,5.01,5.16,5.31,5.47,5.64,5.78,5.93
mkd,North Macedonia,231.3,236.35,244.09,249.47,256.03,263.71,274.05,291.64,305.33,306.3,309.27,314.49,321.9,334.42,341.87,347.36,360.88,377.72,377.5,378.11,385.84,385.99,395.94,390.12,395.44,405.7,406.48,408.52,411.96,414.1,408.14,409.16
mli,Mali,311.47,316.1,321.92,326.85,335.63,347.54,354.33,360.13,366.39,373.82,384.64,393.41,404.11,412.75,421.48,431.83,445.95,463.42,483.27,501.73,523.36,544.09,564.99,594.51,620.5,644.57,676.26,707.16,736.09,764.97,789.49,814.67
mlt,Malta,80.72,81.48,82.61,88.44,90.54,87.24,88.84,87.15,89.22,85.93,87.79,85.48,83.23,85.22,86.71,89.43,90.92,90.46,91.25,97.47,97.82,96.39,93.84,97.04,96.25,94,89.63,85.49,86.18,87.41,84.44,98.73
mmr,Myanmar,2379.79,2470.04,2557.54,2647.33,2732,2819.64,2906.8,2996.76,3091.9,3184.42,3288.3,3369.15,3469.06,3580.49,3671.76,3743.42,3814.24,3852.48,3893.42,3941.02,3991.3,4064.48,4079.29,4208.01,4340.27,4474.75,4607.93,4749.4,4881.8,5031.68,5154.15,5256.86
mne,Montenegro,78.42,78.36,80.19,82.6,86.47,88.37,90.72,93.93,99.93,103.69,106.65,110.72,114.26,115.62,116.16,116.29,118.2,117.15,117.97,122.45,125.52,126.71,128.35,129.41,129.7,132.8,135.15,138.31,139.73,142.3,140.5,134.58
mng,Mongolia,32.49,34.96,36.83,38.54,38.59,40.96,42.52,44.87,45.6,46.51,46.48,47.12,48.07,49.11,50.56,52.38,54.1,55.26,56.53,59.17,61.18,63.65,65.66,68.35,70.4,73.06,75.59,78.67,82.75,87.01,85.52,84.2
moz,Mozambique,436.7,442.23,448.05,453.86,464.32,478.03,494.13,511.08,523.57,537.54,555.95,562.53,585.19,604.3,628.93,657.83,684.81,720.96,762.48,801.53,847.57,885.33,921.94,959.27,998.31,1034.51,1075.41,1122.01,1165.32,1222.93,1261.84,1294.52
mrt,Mauritania,76.72,78.21,80.18,81.37,81.39,82.81,85.4,87.28,89.85,91.47,94.79,98.21,100.75,102.22,106.42,109.3,113.75,115.29,117.67,123.95,127.51,131.32,138.31,144.3,147.25,151.11,156.04,165.74,173.68,187.12,194.98,206.41
mus,Mauritius,47.97,47.56,64.42,71.3,79.03,75.32,72.21,75.78,79.9,92.51,101.11,106.89,106.41,121.4,122.73,124.75,121.22,118.01,129.87,130.98,137.74,139.65,153.18,156.74,162.31,170.21,176.37,193.3,195.13,214.32,203.28,220.79
mwi,Malawi,264.26,269.02,275.37,281.28,287.34,293.22,299.66,305.56,313.28,317.46,323.51,325.44,331.58,342.62,352.68,357.39,367.52,382.86,401.34,422.89,448.85,471.92,495.37,521.18,552.9,590.4,632.15,675.43,713.03,753.7,789.1,818.07
mys,Malaysia,1068.16,1097.61,1146.85,1206.44,1232.15,1323.13,1368.94,1427.73,1487.93,1644.49,1637.16,1675.12,1753.54,1858.58,1918.39,1987.39,2049.17,2104.19,2195.32,2309.69,2421.97,2509.12,2582.95,2702.57,2840.66,3067.67,3194.92,3398.66,3509.47,3655.73,3514.55,3873.77
nam,Namibia,64.4,67.23,70.62,74.2,78.01,81.79,85.16,89.4,94.19,100.41,107.02,108.29,114.31,123.63,128.54,134.2,137.48,142.86,151.04,162.16,171.89,178.62,188.56,199.16,212.16,221.09,228.64,234.36,240.86,247.69,254.43,258.42
ner,Niger,126.93,131.93,137.31,141.9,147.49,154.16,158.22,164.28,169.41,176.32,185.06,194.6,200.41,208.63,213.73,222.06,229.76,239.71,243.46,252.95,258.26,271.4,285.71,304.8,325.48,338.51,356.05,373.69,389.03,405.03,421.04,434.99
nga,Nigeria,4111.54,4231.08,4337.48,4438.26,4552,4667,4758.69,4860.99,4975.23,5117.92,5279.81,5472.3,5665.93,5863.94,6112.26,6333.18,6582.89,6884.76,7138.5,7628.42,8227.48,8885.8,9561.87,10262.99,10934.95,11418.37,12163.49,12806.79,13434.38,14131.4,14752.95,15534.84
nic,Nicaragua,55.79,61.96,65.6,71.47,72.35,78.27,84.92,87.87,92.47,96.51,102.33,111.28,119.14,123.97,133.43,141.51,140.31,153.72,163.68,172.57,177.15,186.74,194.16,202.6,215.41,219.23,232.56,239.46,244.28,252.63,240.76,246.29
nld,Netherlands,3714.54,3827.37,3921.32,4003.81,4038.26,3972.75,4026.01,4050.07,4070.75,4193.16,4146.21,4157.51,4147.57,4065.26,3979.66,3866.58,3804.46,3736.38,3759.29,3720.8,3803.68,3824.8,3824.53,3805.99,3789.11,3824.91,3871.43,3827.61,3844.21,3801.81,3747.8,3744.53
nor,Norway,849.97,853.74,864.48,874.79,901.61,887.42,901.87,879.67,868.47,853.32,861.97,862.21,860.6,839.43,822.19,813.79,788.95,781.48,764.18,775.49,773.94,771.15,769.85,780.79,777.43,747.85,740.86,717.81,746.89,727.48,714.34,728.25
npl,Nepal,390.84,400.73,409.88,422.17,430.76,435.74,438.9,443.39,449.68,458.9,464.24,472.58,484.15,500.12,517.23,538.62,561.79,590.88,621.19,652.9,687.07,720.83,756.35,797.63,835.26,886.86,928.77,976.03,1016.15,1057.45,1095.86,1125.32
nru,Nauru,0.74,0.76,0.78,0.79,0.82,0.85,0.88,0.91,0.94,0.96,0.98,1.01,1.02,1.04,1.05,1.06,1.08,1.09,1.1,1.1,1.11,1.12,1.14,1.15,1.17,1.18,1.2,1.22,1.24,1.27,1.29,1.31
nzl,New Zealand,667.76,648.05,632.85,643.54,627.81,636,663.08,661.45,663.18,678.6,672.08,671.53,674,674.17,677.17,674.85,665.21,669.52,678.77,687.13,692.15,694.52,692.62,695.04,704.81,721.11,725.59,731.86,734.93,737.8,708.61,753.51
omn,Oman,13.01,13.36,14.1,14.86,16,17.2,17.88,18.72,19.66,20.73,21.43,22.09,22.8,23.72,24.53,25.13,26.11,27.3,28.67,30.34,31.1,31.69,32.38,33.19,35.22,37.12,39.29,40.38,41.09,43.24,41.22,43.65
pak,Pakistan,5480.65,5829.71,6260.6,6722.48,7180.55,7639.74,7977.4,8326.17,8653.75,9021.15,9445.36,9818.32,10167.57,10520.82,10792.07,11028.89,11288.54,11619.02,12031.2,12444.2,12825.35,13274.47,13688.26,14297.4,14818.76,15477.18,16144.18,16936.7,17639.03,18446.44,19219.95,19894.18
pan,Panama,89.81,89.41,98.18,101.78,104.66,108.85,115.22,125.95,133.46,127.33,138.53,142.64,143.54,153.53,165.75,169.62,176.99,187.62,199.69,208.17,216.89,234.69,244.87,264.66,266.72,269.79,280.09,296.69,290.25,306.86,325.22,329.3
per,Peru,821.17,838.45,920.45,953.47,1022.89,1082.42,1076.4,1124.66,1153.59,1147.3,1165.8,1172.54,1236.4,1267.62,1243.51,1256.3,1247.74,1230.08,1294.18,1425.15,1470.1,1495.91,1519.29,1548.09,1561.71,1590.78,1664.05,1845.86,1981.6,2137.33,2066.29,2089.03
phl,Philippines,3174.68,3262.22,3448.29,3607.87,3760.89,3925.03,4128.41,4294.87,4501.06,4677.35,4944.75,5204.1,5402.9,5556.86,5718.05,5915.02,6073.25,6249.13,6510.97,6831.02,7129.72,7457.04,7845.43,8219.64,8586.41,9108.96,9549.67,9916.76,10301.1,10745.24,10901.24,11239.95
plw,Palau,2.14,2.24,2.34,2.45,2.55,2.64,2.71,2.77,2.83,2.89,2.93,2.98,3.03,3.08,3.19,3.28,3.33,3.37,3.41,3.43,3.45,3.49,3.54,3.64,3.69,3.75,3.85,3.95,4.02,4.13,4.23,4.36
png,Papua New Guinea,170.28,177.45,182.3,187.58,192.46,198.23,208.05,212.5,220,228.44,237.82,245.61,254.15,259.79,265.66,275.48,285.37,297.63,305.45,312.02,339.86,362.72,380.25,388.5,411.88,445.8,459.98,490.39,512.35,547.99,566.02,581.38
pol,Poland,5027.89,5180.91,5322.4,5322.85,5490.7,5723.29,5809.31,5921.51,6066.39,6234.77,6235.94,6271.85,6293.34,6383.77,6480.76,6659.39,6756.13,6773.74,6759.65,6795.43,6624.68,6782.31,6947.36,7054.77,7254.17,7584.09,7733.69,8042.09,8359.2,8439.54,8324.26,8516.11
prk,North Korea,983.21,1010.36,1037.29,1066.27,1094.37,1119.41,1142.13,1165.17,1190.53,1217.94,1247.01,1276.89,1309.73,1350.73,1396.49,1446.91,1500.26,1554.9,1611.21,1663.13,1711.67,1746.71,1785.9,1815.09,1846.3,1879.66,1913.58,1941.36,1972.27,2001.75,2021.71,2037.8
prt,Portugal,1812.4,1867.4,1898.71,1893.73,1873.62,1913.03,1924.57,1948.25,1937.83,1913.78,1945.58,1958.03,1906.41,1893.87,1846.98,1953.03,1990.43,1972.07,1973.03,1989.94,2016.62,2021.71,2059.06,2028.32,2014.75,2031.09,2085.46,2092.71,2091.04,2108.82,2063.36,2068.03
pry,Paraguay,152.38,157.87,171.56,184.58,195,207.97,221.65,230.31,242.73,257.27,273.19,282.59,297.01,312.19,329.63,342.73,357.56,366.02,379.29,395.58,410.9,423.63,435.31,456.93,466.05,485.35,514.11,520.72,540.47,559.83,545.39,563.35
pse,Palestine,86.71,89.27,91.86,94.53,97.31,100.29,103.64,107.58,111.68,116.15,121.11,125.85,131.41,137.36,145.58,153.38,162.16,172.43,181.87,190.53,200.62,213.36,219.32,225.19,234.25,242.18,249.16,256.74,265.57,276.53,280.39,297.85
qat,Qatar,12.23,13.3,14.18,14.7,15.94,16.87,17.25,17.1,17.48,17.95,18.12,19.17,20.4,21.53,23.08,24.83,28.25,32.65,35.9,38.48,40.95,44.81,48.25,52.43,56.41,60.93,66.47,71.74,76.61,81.56,76.08,81.71
rou,Romania,2616.01,2610.85,2660.8,2733.02,2826.51,2941.94,2985.78,2985.78,3071.36,3146.55,3183.72,3298,3368.84,3405.73,3403.84,3490.24,3409.85,3364.03,3416.74,3549.83,3550.3,3476.27,3558.39,3588.57,3795.1,3847.17,3902.53,3966.32,3991.48,3932.58,3885.25,4078.37
rus,Russia,17046.33,17516.38,18515.56,20630.54,21741.21,21367.65,21277.13,21447.36,21786.7,23111.26,23678.41,23786.47,24094.7,24751.64,24613.37,25577.23,24367.17,23838.84,24350.51,24236.71,24922.05,24274.99,24161.66,24048.51,24595.59,24604.55,24432.87,23740.26,24120.27,24036.86,24053.99,25098.28
rwa,Rwanda,365.74,379.33,393.2,414.37,386.02,327.16,324.7,362.83,390.35,393.58,388.94,382.29,381.4,385.87,394.1,402.21,413.7,427.85,445.29,462.9,485.38,510.02,536.39,564.49,594.61,623.31,651.32,684.67,720.02,760.79,801.89,833.77
sau,Saudi Arabia,201.33,217.46,234.8,253.16,273.6,291.47,310.58,334.74,359.16,386.12,414.59,440.81,467.42,490.77,511.26,543.46,575.75,612.9,645.83,681.16,713.76,737.62,764.25,808.51,856.26,895.34,956.02,998.46,1044.53,1090.32,1138.81,1189.68
sdn,Sudan,272.27,281.52,290.33,298.11,305.95,312.7,319.3,325.76,332.63,339.63,347.26,354.8,369.86,384.57,399.74,415.43,433.6,453.52,476.27,500.86,526.39,552.49,580.28,610.27,644.59,675.14,712.96,752.18,796.08,841.42,884.36,925.14
sen,Senegal,195.05,205.45,214.5,222.58,232.2,235.63,244.88,250.02,259.48,269.71,265.63,321.09,332.52,333.52,352.13,360.7,367.42,386.95,407.71,435.64,442.38,466.98,481.16,515.01,552.24,559.71,598.06,617.77,634.83,679.8,700.74,716.47
sgp,Singapore,195.64,189.3,195.08,203.88,204.18,217.99,221.73,232.63,240.16,255.04,260.73,279.06,289.24,283.89,302.45,302.23,317.52,314.98,334.35,340.47,347.7,360.12,372.83,377.05,380.48,393.73,446.33,485.02,478.09,489.37,477.57,481.65
slb,Solomon Islands,9.54,10.32,10.86,11.49,12.15,12.53,13.16,14.05,14.72,15.23,16.09,16.57,17.22,17.98,18.67,19.61,20.84,21.59,21.93,24.03,24.95,27.86,29.74,31.48,33.59,35.01,35.84,37.84,39.62,41.78,43.49,44.14
sle,Sierra Leone,104.07,105.42,106.73,107.59,108.72,111.62,113.56,115.75,118.18,120.04,123.32,129.02,135.85,142.89,149.99,157.13,163.2,169.89,172.79,179.61,190.43,198.92,210.79,221.87,233.55,240.36,250.73,263.29,273.59,286.7,298.27,309.75
slv,El Salvador,130.79,133.31,141.44,148.26,157.38,155.95,169.89,182.47,193.37,200.86,205.34,218.07,222.65,230.29,241.92,249.36,257.37,265.99,270.53,289.09,293.16,307.58,309.05,328.01,342.59,361.66,370.47,382.08,380.52,402.42,412.75,417.94
smr,San Marino,3.82,3.95,4.07,4.18,4.3,4.4,4.48,4.56,4.65,4.73,4.83,4.95,5.04,5.08,4.66,4.71,4.91,4.96,4.97,5.03,5.11,5.15,5.21,5.33,5.57,5.74,5.94,6.11,6.12,6.12,4.49,4.34
som,Somalia,189.25,193.65,198.61,204.34,212.94,222.67,231.36,239.82,248.34,256.38,264.96,271.9,278.75,286.56,295.26,302.9,312.65,323.09,335.65,349.33,362.16,370.69,375.7,386.94,400.38,414.08,429.33,445.72,464,482.51,500.34,515.9
srb,Serbia,1620.84,1656.98,1703.06,1767.51,1833.41,1903.66,1965.71,2016.88,1896.66,1985.83,2015.9,2027.11,2011.94,2057.93,2059.69,2124.66,2132.95,2118.17,2144.29,2153.17,2140.26,2133.21,2153.51,2133.65,2189.14,2239.45,2252.44,2280.01,2274.57,2282.33,2309.88,2304.55
ssd,South Sudan,150.44,151.83,154.24,155.61,157.03,160.49,160.62,154.47,156.22,157.15,159.13,154.95,154.92,161.62,167.84,169.99,177.46,183.58,188.9,197.46,206.03,214,225.13,237.17,249.04,257.82,268.59,276.24,285.89,297.7,311.37,323.06
stp,Sao Tome and Principe,3.67,3.75,3.86,3.98,4.08,4.05,4.22,4.38,4.61,4.79,4.92,5.06,5.21,5.3,5.47,5.43,5.72,5.93,6.04,6.29,6.67,6.82,7.06,7.44,8.02,8.34,8.71,9.11,9.54,9.99,10.4,10.74
sur,Suriname,23.27,24,24.88,25.9,25.91,25.04,25.07,26.41,28,30.32,31.64,33.51,35.86,37.24,38.55,39.39,40.2,41.16,42.92,44.63,45.49,46.65,48.02,50.39,53.08,55.28,57.13,58.92,61.17,63.41,63.81,60.35
svk,Slovak Republic,694.19,712.84,713.03,734.06,744.54,766.21,766.81,813.64,816.81,832.98,821.52,847.01,838.04,847.14,858.51,866.92,876.78,906.6,894.38,923.82,911.79,940.67,953.32,968.23,966.28,991.69,984.51,1003.47,1008.44,1008.43,1012.89,1030.44
svn,Slovenia,318.65,345.7,359.08,373.83,373.27,370.09,380.7,378.21,395.24,420.06,405.58,420.24,420.54,423.37,433.82,419.83,408.38,420.64,417.77,420.84,418.52,420.58,427.06,422.73,406.6,429.19,420.99,459.31,475.39,451.61,448,425.36
swe,Sweden,1659.47,1678.95,1695.01,1699.49,1660.73,1707.4,1730.53,1737.82,1767.34,1750.65,1770.21,1778.6,1830.24,1851.88,1882.5,1860.25,1831.26,1809.22,1815,1779.42,1811.3,1851.45,1866.91,1888.58,1895.86,1852.76,1835.89,1763.55,1715.98,1673.71,1611.48,1603.8
swz,Eswatini,27.56,29.06,30.4,31.74,33.45,35.69,37.69,39.87,42.65,46.57,51.69,55.83,60.41,63.45,66.5,69.14,70.14,71.18,71.39,72.34,72.85,73.23,74.48,75.95,77.31,78.38,79.91,81.79,83.74,85.57,86.84,87.43
syc,Seychelles,4.68,4.91,5.2,5.53,5.89,6.26,6.75,7.25,7.71,8.06,8.38,8.67,8.97,9.24,9.46,9.69,9.96,10.24,10.49,10.66,10.92,11.24,11.64,12.06,12.5,12.86,13.28,13.67,14.07,14.44,13.4,13.28
syr,Syria,255.38,269.99,291.68,294.6,306.07,319.2,332.42,346.11,364.41,377.25,383.25,381.52,388.77,398.36,415.18,430.46,448.89,469.79,508.82,536.68,579.96,606.16,629.3,646.17,659.53,668.23,683.72,701,719,739.1,755.44,770.98
tcd,Chad,138.12,138.16,143.72,149.67,150.54,152.19,158.22,163.37,169,174.78,180.8,187.37,192.81,201.19,205.93,212.34,217.73,226.72,235.37,241.79,252.24,261.26,271.1,280.93,292.47,302.9,315.94,329.36,343.55,358.43,372.99,386.24
tgo,Togo,95.45,100.38,104.49,108.81,113.6,117.8,122.44,128.21,133.66,138.68,145.23,151.62,157.5,164.62,169.5,176.81,185.28,196.33,209.14,222.9,235.51,247.9,258.92,269.55,283.69,296.1,315.55,335.7,352.88,372,389.68,407.57
tha,Thailand,2354.34,2509.15,2626.18,2775.06,2917.74,3071.92,3260.49,3306.81,3484.55,3786.88,4041.31,4217.9,4630.88,4923.06,5220.23,5321.86,5699.7,6036.74,6301.24,6470.26,6727.43,6882.09,6996.7,7095.03,7291.42,7510.94,7744.63,7914.01,8279.74,8659.38,8874.52,9036.1
tjk,Tajikistan,217.8,219.14,224.65,222.31,224.81,220.09,215.52,207.66,205.6,206.08,205.55,206.62,209.92,215.25,221.54,231.41,239.24,247.94,254.13,262.37,265.19,269.01,275.11,277.75,288.83,298.87,309.99,320.19,330.95,342.57,357.92,374.65
tkm,Turkmenistan,155.99,132.41,131.53,148.79,170.8,176.32,180.66,178.28,168.91,144.91,136.93,139.19,145.79,145.63,155.35,171.22,191.34,196.49,195.79,194.77,210.19,231.82,250.44,264.75,273.24,274,279.86,286.33,290.62,295.14,298.56,300.69
tls,Timor-Leste,16.02,16.69,17.43,18.13,18.8,19.58,20.24,20.81,21.6,22.26,23.09,23.84,24.21,25.57,25.89,26.85,28.04,29.89,31.44,34.68,36.03,40.15,43.16,45.68,48.13,49.17,51.02,52.86,54.9,57.13,58.12,59.52
ton,Tonga,9.86,10.11,10.27,10.57,10.85,11.09,11.36,11.7,12.09,12.34,12.49,12.61,12.65,12.71,12.84,13.06,13.3,13.59,13.87,14.09,14.27,14.39,14.52,14.67,14.8,14.96,15.11,15.31,15.57,15.86,16.05,16.25
tto,Trinidad and Tobago,116.36,115.74,115.21,130.35,139.76,144.12,144.7,139.73,144.75,142.92,143.08,143.96,148.71,154.16,165.08,157.58,161.79,174.84,181.47,183.21,189.82,194.32,194.29,206.61,213.41,221.27,235.55,234.57,237.61,242.29,249.65,251.89
tun,Tunisia,233.68,248.46,263.31,276.76,287.89,310.25,323.23,336.46,352.2,366.16,380.36,392.61,406.91,420.67,433.91,450.66,466.27,483.42,500.88,517.7,535.03,553.76,573.25,593.19,611.83,632.29,651.71,673.77,693.82,714.94,726.74,747.65
tur,Turkey,1064.27,1121.31,1165.4,1207.27,1244.94,1270.37,1283.16,1291.52,1293.34,1287.42,1244.09,1197.38,1233.33,1738.43,2205.52,2665.55,3029.25,3357.91,3717.79,4130.9,4414.34,4618.1,4784.08,4972.62,5209.75,5420.19,5619.57,5741.54,5796.71,5997.99,6157.98,6246.94
tuv,Tuvalu,0.85,0.88,0.91,0.94,0.96,0.99,1.02,1.04,1.06,1.08,1.11,1.12,1.14,1.15,1.16,1.18,1.2,1.23,1.25,1.28,1.3,1.32,1.35,1.37,1.39,1.41,1.43,1.45,1.48,1.5,1.51,1.53
tza,Tanzania,943.16,974.73,1004.55,1038.61,1076.68,1111.74,1146.63,1186,1229.3,1257.1,1281.92,1322.32,1358.19,1423.87,1486.37,1550.87,1613.63,1678.03,1740.88,1808.26,1874.97,1947.01,2028.27,2118.84,2216.54,2325.71,2440.34,2563.47,2688.24,2826.7,2952.37,3064.04
uga,Uganda,580.16,626.88,652.39,696.18,745.67,792.72,834.77,875.24,930.05,973.68,1034.52,1082.63,1107.44,1132.44,1163.78,1172.88,1182.71,1190.94,1192.63,1215.01,1248.9,1291.54,1357.66,1446.87,1542.75,1635.71,1743.28,1830.09,1942.09,2059.57,2182.83,2279.94
ukr,Ukraine,9657.08,10040.55,10353.65,10628.79,10728.49,11003.26,10646.75,10447.55,10150.07,10514.64,10619.83,10406.88,10505.04,10317.8,10035.7,8909.69,8331.6,8476.15,8668.78,8312.96,8195.5,8049.02,8319.23,8407.22,7825.35,7708.54,7651.43,7648.58,7815.08,7886.14,7437.51,7552.55
