geo,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
jam,Jamaica,400.8,400.53,423.81,447.83,470.07,499.54,559.53,602.06,624.68,672.09,710.67,749.71,722.62,721.27,704.11,682.87,673.7,697.38,755.7,877.73,899.1,930.97,947.83,970.77,1083.48,1120.28,1133.28,1147.31,1164.17,1194.42,1186.25,1227.53
jor,Jordan,292.93,312.59,324.95,357.27,380.33,415.64,456.21,486.18,520.34,557.35,605.6,654.43,715.24,789.94,896.76,996.17,1075.6,1098.73,1201.31,1298.09,1400.65,1543.69,1709.78,1876.43,2036.18,2146.47,2260.44,2365.29,2457.13,2608.52,2806.39,3003.4
jpn,Japan,28068.16,29877.97,31241.94,32860.66,35187.22,38271.72,40581.51,42758.35,44329.43,45363.44,46493.32,47708.69,47652.01,48830.93,52004.91,54754.6,57640.34,59715.25,62045.39,63616.67,66134.43,68724.73,68888.63,71369.91,72821.63,74360.73,76867.29,77468.96,78587.9,79080.4,77484.54,78020.96
kaz,Kazakhstan,3072.04,2543.35,2502.78,2539.57,2569.85,2616.65,2613.85,2628.79,2556.65,2603.42,2668.1,2695.03,2680.82,2696.17,2698.5,2891.71,3041.99,3100.42,3151.13,3160.4,3314.21,3301.59,3504.76,3328.14,3288.25,3336.65,3355.17,3361.89,3457.76,3478.52,3495.33,3527.27
ken,Kenya,769.22,813.99,859.57,900.8,944.46,974.77,1008.39,1060.04,1114.65,1172.48,1262.35,1313.64,1411.86,1519.38,1598.81,1674.93,1749.75,1834.37,1940.79,2085.95,2277.97,2431.22,2583.23,2738.83,2911.53,3082.37,3284.88,3500.12,3749.03,4010.94,4243.63,4460.93
kgz,Kyrgyz Republic,537.66,545.92,557.97,562.42,582.83,564.69,553.13,554.67,540.71,540.65,476.6,469.6,481.76,511.24,510.38,512.62,547.42,560.65,570.63,591.35,578.27,625.84,610.36,606.68,631.44,651.1,643.78,694.2,768.29,752.6,776.82,796.93
khm,Cambodia,515.56,537.73,565.45,598.96,635.81,672.71,709.58,744.25,781.87,823.09,863.26,912.17,961.19,1008.4,1066.86,1133.94,1197,1273.38,1343.78,1418.17,1496.05,1585.42,1681.68,1786.67,1891.49,1999.11,2108.59,2216.51,2329.34,2445.14,2548.78,2644.27
kir,Kiribati,6.86,7.07,7.24,7.45,7.63,7.9,8.22,8.59,9.01,9.47,9.86,10.15,10.45,10.74,11.03,11.34,11.74,12.19,12.68,13.25,13.8,14.33,14.72,15.11,15.5,15.95,16.42,16.94,17.46,18.04,18.56,19.09
kna,St. Kitts and Nevis,12.97,10.99,10.61,10.66,11.58,12.14,12.35,12.51,12.49,12.79,12.85,12.69,13.46,13.31,13.48,13.88,15.03,16.2,16.58,17.3,18.1,19.33,19.83,20.78,21,21.17,21.24,21.87,22.55,23.36,24.18,25.22
kor,South Korea,2563.95,2732.16,2908.41,3139.29,3433.84,3848.79,4295.8,4671.68,4955.54,5274.38,5583.25,5853.96,6213.94,6741.99,7417.08,8318.79,9162.66,10002.08,10729.76,11399.99,11840.05,12300.5,12826.3,13539.67,14098.48,14544.55,14926.43,15060.08,15547.84,15875.6,15786.13,16111.5
kwt,Kuwait,142.05,141.68,183.59,216.95,226.45,232.45,275.26,281.94,316.64,327.05,314.69,387.32,402.79,415.98,414.67,400.49,455.21,531.87,607.61,607,557.54,648.19,737.29,775.19,879.24,913.72,927.23,902.29,942.94,999.68,1036.47,1196.07
lao,Lao,211.33,218.51,226.61,234.97,243.72,253.55,263.54,275.42,287.87,300.88,310.04,326.17,339.2,354.48,371.84,391.56,412.01,434.3,458.02,481.85,501.66,526.77,547.31,571.59,598.35,627.83,656.65,690.25,720.93,755.2,784.83,813.84
lbn,Lebanon,544.36,562.95,594.04,630.18,653.27,697.49,740.65,791.89,849.15,919.39,1031.68,1134.1,1251.77,1379.57,1433.22,1524.54,1605.23,1695.27,1792.46,1892.75,1977.9,2124.99,2259.74,2385.25,2499.37,2596.29,2644.63,2680.69,2757.69,2880.72,2989.08,3077.66
lbr,Liberia,83.54,83.42,83.86,86.18,88.84,89.71,93.22,94.84,99.25,103.54,108.75,112.28,115.84,118.22,122.79,127.03,133.48,141.1,150.74,165.19,178.54,188.08,205.41,221.76,230.61,238.66,251.64,263.08,276.83,296.96,317.04,336.34
lby,Libya,207.92,229.43,249.75,270.56,286.59,296.78,306.29,332.87,367.04,404.43,447.92,491.95,537.48,583.17,628.08,671.97,709.78,775.97,848.79,923.31,990.6,1054.52,1110.39,1154.54,1204.44,1243.85,1299.49,1373.64,1446.76,1512.44,1532.64,1547.65
lca,St. Lucia,26.91,27.81,29.59,29.64,29.72,29.58,30.4,29.93,30.17,31.66,32.58,33.23,34.86,34.95,37.02,37.17,38.42,39.16,41.31,44.52,47.54,50.92,55.08,54.02,54.83,57.47,59.16,61.14,62.79,64.53,68.08,71.58
lka,Sri Lanka,1086.57,1112.61,1172.42,1216.43,1304.8,1362.69,1468.25,1575.19,1616.87,1707.64,1785.94,1807.92,1906.77,2056.81,2243.31,2436.31,2588.23,2679.73,2814.73,3038.09,3116.51,3303.58,3383.56,3528.69,3657.06,3809.36,3933.55,4086.61,4231.41,4355.14,4133.33,4407.79
lso,Lesotho,86.83,89.04,91.38,93.53,95.11,94.7,94.28,95.81,107.03,121.51,142.64,150.48,161.78,179.3,189.02,194.7,195.99,194.88,196.32,197.2,201.03,204.17,211.46,218.01,223.6,227.91,229.09,229.94,232.75,238.07,239.6,236.89
ltu,Lithuania,1181.12,1248.8,1246.25,1336.23,1346.11,1326.14,1344.57,1317.29,1348.71,1361.34,1397.29,1455.25,1442.47,1525.13,1477.61,1544.09,1503.57,1558.41,1652.04,1544.31,1530.05,1572.88,1561.76,1551.75,1452.72,1512.71,1454.78,1412.45,1438.99,1471.03,1454.26,1477.38
lux,Luxembourg,243.06,242.27,234.64,252.66,263.21,271.37,264.43,266.97,265.16,272.27,287.91,295.73,296.77,305.91,302.67,310.57,329.94,331.72,349.53,362.24,367.28,359.19,356.64,377.63,404.81,422.85,406.94,403.15,398.66,394.64,361.42,373.22
lva,Latvia,929.32,946.27,982.85,1069.98,1137.22,1092.73,944.18,940.67,1004.84,1000.67,975.87,1027.62,1015.28,1022.58,1032.08,1036.25,1114.42,1073.22,1094.2,1142.93,1132.07,1116.42,1071.66,1141.18,1104.01,1103.67,1123.61,1092.64,1100.35,1085.5,1058.01,1069.1
mar,Morocco,905.68,960.64,1018.95,1078.41,1139.37,1193.25,1249.54,1323.01,1380.64,1464.57,1538.85,1637.74,1785.31,1945.89,2089.18,2220.34,2358.08,2523.91,2682.06,2849,3017.36,3206.95,3396.98,3602.01,3814.63,4041.29,4284.69,4515.98,4796.45,5052.09,5307.2,5553.51
mco,Monaco,33.62,34.16,34.75,35.63,36.88,38.4,40.04,41.52,42.77,43.87,44.97,46,46.92,48.06,49.41,51.32,53,54.2,55.18,56.17,57.33,58.07,59.02,59.82,60.14,60.57,60.88,61.31,61.76,62.05,61.94,62.27
mda,Moldova,1130.13,1082.26,1002.57,1080.09,1180.18,1206.75,1167.44,1040.24,983.65,1074.59,1073.73,1085.41,1112.88,1125.21,1082.25,1115.44,1174.98,1227.1,1298.27,1360.82,1354.07,1307.12,1309.02,1336.8,1386.47,1493.1,1472.53,1434.52,1452.91,1490.58,1533.01,1566.1
mdg,Madagascar,597.49,607.62,619.14,634.92,630.8,642.93,658,682.36,702.95,711.27,731.99,743.58,772.16,795.71,819.36,829.15,850.47,887.02,932.74,983.58,1038.27,1092.98,1148.02,1206.14,1278.21,1353.85,1441.26,1528.95,1626.01,1730.48,1839.06,1945.6
mdv,Maldives,6.59,7.08,7.64,8.16,8.68,9.45,10.41,11.37,12.17,13.08,14.19,15.25,15.61,16.54,17.54,18.66,19.97,21.17,22.32,23.46,24.68,25.7,26.68,27.57,28.6,30.09,31.64,33.39,34.99,36.36,36.25,39.16
mex,Mexico,7402.47,7848.63,8519.31,9245.56,9832.77,10803.77,11487.27,12308.37,13115.57,13611.79,13872.91,14485.43,15480.03,16089.38,16610.9,17315.17,17914.24,18245.12,19418.66,20654.08,20672.72,21380.89,22747.08,23929.55,25372.04,26362.99,28351.11,29564.88,31356.22,32873.9,34501.53,36399.32
mhl,Marshall Islands,2.91,3.11,3.32,3.54,3.73,3.92,4.06,4.22,4.39,4.57,4.75,4.92,5.1,5.28,5.45,5.65,5.86,6.03,6.22,6.46,6.7,6.95,7.17,7.4,7.65,7.91,8.17,8.44,8.72,9.02,9.28,9.54
mkd,North Macedonia,484.15,497.09,516.02,531.63,552.26,579.5,617.14,671.69,715.98,722.29,731.17,749.35,773.9,815.3,846.76,878.06,930.38,986.5,992.65,1001.54,1029.69,1031.75,1062.96,1048.17,1065.78,1101.13,1106.15,1109.82,1113.13,1113.51,1087.3,1099.3
mli,Mali,420.97,429.03,438.76,447.29,462,482.22,495.71,507.61,519.72,533.46,551.76,567.64,586.43,602.06,616.47,632.82,655,683.78,716.27,748.03,785.27,819.31,852.83,898.54,941.74,982.85,1035.53,1087.42,1136.5,1187.79,1238.37,1292.72
mlt,Malta,193.43,197.22,201.63,219.63,226.64,222.33,228.71,231.72,242.46,240.39,249.69,246.06,244.66,253.19,261.81,276.62,287.64,290.47,293.07,314.49,313.87,308.79,301.68,311.37,308.95,306.43,297.59,287.62,293.56,298.52,284.66,329.07
mmr,Myanmar,3409.95,3552.94,3694.96,3844.28,3983.26,4128.44,4270.46,4423.95,4598.59,4770.08,4967.99,5129.08,5313.45,5525.05,5716.04,5881.04,6043.3,6152.75,6260.45,6392.98,6528.37,6698.6,6760.64,7040.18,7355.05,7651.03,7955.27,8278.5,8590.36,8937.81,9241.98,9516.53
mne,Montenegro,224.78,223.92,228.85,234,241.35,244.43,251.39,260.22,273.69,284.76,295.28,310.87,323.78,331.65,338.46,344.66,353.72,357.18,364.04,375.12,382.89,388.26,396.34,404.02,408.24,418.75,426.3,438.31,444.91,454.89,444.45,414.53
mng,Mongolia,48.69,52.77,56.04,59.13,59.36,62.97,65.36,69.48,71.23,73.3,73.7,75.36,77.94,81.12,85.82,92.38,99.4,104.75,109.14,115.29,120.11,126.31,131.56,137.87,142.6,148.36,155.11,166.27,177.56,187.9,184.57,180.63
moz,Mozambique,572.19,580.21,587.59,595.76,611.89,633.39,658.81,685.47,705.98,728.62,757.02,769.64,803.63,833.25,866.84,903.31,936.06,987.29,1047.42,1105.31,1174.22,1229.85,1282.39,1337.27,1399.4,1458.66,1531.12,1612.42,1689.33,1790.16,1863.43,1936.56
mrt,Mauritania,101.34,103.94,107.34,109.76,110.71,114.24,119.59,123.73,128.67,132.26,138.39,144.54,149.24,152.34,159.73,165.21,173.88,177.77,182.89,194.8,202.37,210.48,224.4,236.29,243.66,253.67,264.81,285.38,303.01,332.12,350.99,377.9
mus,Mauritius,88.11,90.36,125.24,141.86,161.98,156.95,152.75,161.5,175.09,204.66,222.66,236.64,236.99,275.68,275.63,279.16,268.61,260.31,285.94,292,311.25,313.16,344.74,350.22,364.58,382.4,394.84,430.21,436.97,481.9,455.97,495.99
mwi,Malawi,355.56,362.3,371,379.2,387.52,395.92,405.82,415.36,427.24,434.25,443.89,447.95,458.03,475.71,491.73,499.69,515.83,541.67,572.99,609.51,653.44,693.05,731.55,773.17,825.21,887.27,958.65,1030.36,1097.66,1173.11,1239.78,1301.68
mys,Malaysia,1850.72,1926.98,2040.02,2179.88,2255.79,2444.15,2553.15,2706.06,2871.78,3245.07,3285.69,3426.09,3639.06,3895.21,4063.55,4256.51,4436.65,4588.34,4809.99,5111.77,5417.7,5649.72,5869.63,6196.89,6553.2,7171.93,7523.84,8058.49,8394.43,8820.03,8546,9383.3
nam,Namibia,91.98,96.55,101.94,107.55,113.34,118.82,123.67,130.22,137.95,148.24,159.4,161.76,172.32,187.23,195.2,205.2,211.21,221.33,235.59,254.77,272.44,286.39,305.43,326.06,351.56,371.08,388.61,403.2,419.8,436.43,452.05,463.41
ner,Niger,169.86,177.15,184.49,191.04,199.44,209.52,216.25,225.36,233.27,243.23,255.2,269.16,277.79,290.92,300.73,316.66,332.6,350.94,357.98,372.79,379.26,398.6,419.56,447.68,479.08,498.94,525.9,552.12,575.08,599.72,626,650.18
nga,Nigeria,5421.55,5615.64,5782.3,5936.9,6107.23,6285.88,6439.84,6611.54,6820.48,7060.8,7350.95,7708.2,8038.29,8408.32,8826.1,9213.26,9641.3,10206.56,10676.26,11572.64,12698.59,13895.63,15001.71,16124.61,17254.67,18105.3,19470.92,20677.23,21859.85,23148.93,24376.98,25908.84
nic,Nicaragua,146.84,166.48,179.36,198.13,201.57,217.9,237.24,247.78,265.7,283.07,304.76,336.38,363.34,378.6,412.29,443.93,445.19,495.55,534.49,569.99,592.49,633.77,668.48,708.04,767.28,795.25,868.39,903.87,926.81,962.7,920.98,950.06
nld,Netherlands,9244.16,9660.89,9995.64,10331.45,10593.66,10656.8,11045.1,11304.1,11510.26,12059.98,12115.19,12376.9,12633.82,12712.6,12889.43,13141.61,13510.76,13620.89,13948.71,13917.19,14314.55,14545,14531.1,14514.46,14423.12,14601.48,14748.28,14372.54,14215.91,13960.5,13352.28,13327.92
nor,Norway,2033.79,2073.26,2121.17,2193.68,2326.39,2387.79,2543.37,2578.25,2605.7,2584.92,2649.16,2701.52,2735.26,2736.7,2777.11,2847.87,2850.84,2878.26,2854.57,2875.63,2892.84,2940.61,2908.48,2997.4,2973.17,2848.25,2801.25,2679.7,2764.27,2716.23,2674.96,2673.07
npl,Nepal,546.37,562.71,578.64,600.35,618.74,633.08,645.78,660.93,678.02,699.74,714.82,734.89,760.12,792.43,824.89,862.99,904.22,957.75,1017.05,1081.29,1152.04,1218.83,1287.23,1363.27,1437.38,1541.96,1632.55,1727.73,1811.17,1902.55,1998.64,2082.31
nru,Nauru,1.25,1.28,1.32,1.34,1.38,1.41,1.45,1.49,1.54,1.56,1.58,1.61,1.62,1.62,1.63,1.63,1.63,1.63,1.64,1.66,1.68,1.71,1.74,1.78,1.83,1.88,1.93,1.98,2.04,2.11,2.16,2.21
nzl,New Zealand,2126.49,2084.02,2043.91,2096.88,2083.65,2166.77,2333.68,2387.89,2418.53,2493.49,2490.69,2504.57,2534.1,2573.35,2667.12,2741.07,2764.38,2822.68,2872.59,2942.65,2972.36,3011.98,3073.52,3130.52,3197.96,3274.88,3287.16,3312.65,3343.19,3371.02,3266.23,3448.2
omn,Oman,33.41,35.31,38.82,42.38,47.12,51.42,54.19,58.25,63.58,70.08,75.57,81.37,87.31,93.38,97.51,97.49,99.25,103.89,111.17,120.71,126.12,131.65,138.23,146.68,159.55,171.88,187.33,198.16,208.45,225.49,214.85,232.88
pak,Pakistan,7699.25,8240.21,8912.59,9607.48,10265.48,10872.63,11305.36,11788.98,12307.25,12906.26,13615.71,14264.18,14879.22,15507.68,16010.91,16455.7,16956.39,17585.17,18400.13,19228.77,20040.32,20929.72,21712.87,22795.26,23811.95,25046.37,26369.43,27897.38,29226.79,30848.72,32572.75,34152.67
pan,Panama,290.04,291.27,325.2,338.65,352.02,377.53,410.55,462.76,500.97,486,546.68,579.57,593.78,632.02,680.53,689.98,710.04,764.71,822.93,876.38,911.63,988.19,1037.23,1125.31,1144.07,1186.25,1267.75,1365.1,1353.19,1456.7,1584.07,1621.71
per,Peru,1455.09,1494.33,1655.15,1735.57,1906.67,2086.26,2145.35,2304.4,2403.68,2419.49,2479.85,2514.99,2682.22,2780.2,2763.98,2857.11,2901.49,2907.01,3115.87,3485.69,3647.67,3792.91,3947.2,4127.27,4263.17,4431.01,4690.95,5265.48,5738.67,6274.52,6130.82,6293.97
phl,Philippines,5261.12,5452.39,5812.61,6116.92,6386.37,6662.19,7010.38,7312.79,7693.53,8020.34,8532.33,9027.03,9416.72,9728.67,10024.58,10331.19,10583.53,10896.12,11388.52,12014.59,12632.68,13283.89,14010.56,14706.98,15427.58,16471.48,17400.06,18161.14,19032.18,20029.53,20570.08,21322.34
plw,Palau,3.77,4.02,4.29,4.55,4.8,5.03,5.23,5.4,5.58,5.69,5.73,5.79,5.85,5.89,6.02,6.11,6.1,6.1,6.09,6.12,6.16,6.23,6.32,6.46,6.55,6.68,6.88,7.07,7.19,7.38,7.54,7.75
png,Papua New Guinea,280.71,294.66,304.32,315.09,324.73,335.15,352.74,360.48,375.08,389.56,405.08,415.29,426.44,431.21,435.13,444.9,454.55,469.98,478.51,489.48,538.04,577.11,605.96,617.92,657.38,716.26,740.26,792.67,830.09,892.46,923.85,951.38
pol,Poland,9572.27,10004.7,10430.13,10584.03,11177.06,11840.31,12132.27,12650.18,13218.36,13847.43,14027.39,14283.48,14545.28,14920.19,15357.52,16023.42,16533.79,16771.99,16983.16,17353.97,17149.5,17852.1,18359.08,18720.18,19150.39,19702.18,19884.63,20445.9,20944.85,20979.71,20298.92,20811.34
prk,North Korea,1704.23,1760.13,1812.33,1866.96,1918.01,1964.41,2007.09,2050.2,2101.61,2162.41,2231.07,2305.17,2390.13,2496.3,2619.69,2764.48,2916.4,3064.49,3214.18,3352.01,3480.17,3572.53,3667.34,3744.6,3830.99,3924.66,4033.73,4134.73,4242.05,4347.47,4410.7,4465.46
prt,Portugal,4394.55,4596.7,4749.19,4844.76,4970.5,5189.96,5442.3,5666.19,5732.33,5727.22,5861.61,5972.23,5914.07,5958.07,6048.27,6867.54,7183.38,7099.06,7069.34,7173.51,7240.25,7236.3,7409.51,7228.4,7102.2,7175.03,7410.82,7489.71,7382.09,7478.43,7124.5,7202.11
pry,Paraguay,296.19,311.83,344.1,373.9,398.46,427.24,455.52,475.43,504.9,542.7,583.16,608.81,645.92,683.66,721.23,745.64,775.46,792.96,827.31,869.89,911.07,950.06,984.54,1043.98,1079.04,1130.38,1211.99,1236.03,1288.73,1351.13,1337.48,1398.05
pse,Palestine,207.52,217.44,228.35,239.37,250.47,261.18,272.79,288.61,306.93,328.47,351.86,374.13,397.41,421.22,449.52,470.82,494.25,529.1,569.21,611.9,657.38,720.33,759.18,792.69,836.03,866.5,911.55,958,1007.38,1065.47,1100.31,1195.78
qat,Qatar,42.33,48.81,53.92,55.84,62.35,67.19,67.71,66.2,69.11,72.86,75.73,81.59,87.99,94.19,105.16,117.63,140.69,169.22,190.25,206.83,221.64,251.84,284.45,322.8,358.15,400.38,447.36,501.13,548.31,597.05,553.4,600.94
rou,Romania,4938.48,4964.67,5109.39,5284.69,5559.84,5949.96,6151.92,6198.74,6434.05,6611.71,6706.78,6987.35,7170.01,7246.33,7310.07,7592.95,7512.9,7459.72,7581.78,7967.5,8069.26,7908.25,8245.97,8416.3,8918.22,9059.6,9241.39,9422.21,9423.24,9305.37,9146.04,9589.44
rus,Russia,38728.53,40578.52,43867.19,48934.29,50824.77,49043.69,47858.77,47202.67,47503.15,50336.78,51008.8,51136.19,51793.91,53875.65,55060.93,59378.78,57905.08,57633.99,60055.42,60633.52,63375.61,62494.17,63385.35,64935.52,68173.03,69296.58,69874.19,68898.18,71224.66,71676.68,72058.27,75411.54
rwa,Rwanda,474.04,493.21,513.49,544.56,506.88,427.99,427.08,483.1,524.13,530.22,524.98,517.24,518.23,527.95,545.57,566.14,593.1,622.16,654.33,685.96,724.59,766.67,811.65,858.37,909.84,960.16,1009,1067.23,1128.49,1201.76,1280.15,1346.35
sau,Saudi Arabia,481.91,533.65,591.25,652.04,716.11,770.09,829.33,909.11,998.16,1102.06,1218.55,1333.98,1454.9,1569.76,1676.36,1820.94,1973.14,2160.78,2357.22,2568.9,2758.11,2959.81,3178.24,3473.82,3787.89,4066.04,4450.14,4760.18,5091.4,5420.72,5751.65,6096.51
sdn,Sudan,513.16,537.11,561.05,583.51,605.94,626.21,646.83,670.04,697.25,727.39,762.17,796.99,849,897.81,940.32,969.9,1007.93,1062.15,1134.98,1221.05,1310.88,1409.92,1500.6,1590.06,1706.46,1828.17,1975.49,2122.11,2280.86,2451.93,2635.72,2817.81
sen,Senegal,270.7,287.34,302.25,315.77,331.81,338.32,353.98,363.65,380.6,398.69,392.68,484.19,503.7,505.59,535.05,546.5,555.12,587.22,621.69,669.93,683.4,724.22,744.85,796.24,857.12,870.5,937.24,972.24,1002.57,1084.99,1130.74,1170.77
sgp,Singapore,579.83,574.69,607.38,655.69,681.47,757.01,801.9,863.95,915.21,986.46,1022.04,1119.12,1171.57,1163.72,1274.66,1344.14,1457.71,1487.1,1620.05,1669.39,1715.43,1781.92,1868.8,1910.11,1942.92,2034.5,2298.66,2506.72,2464.27,2518.33,2466.14,2445.81
slb,Solomon Islands,14.22,15.47,16.35,17.39,18.48,19.11,20.17,21.67,22.85,23.71,24.96,25.53,26.35,27.34,28.16,29.25,30.85,31.76,32.11,35.43,36.97,41.64,44.74,47.64,51.14,53.6,55.15,58.49,61.52,65.1,68,69.26
sle,Sierra Leone,138.97,141.26,143,144.2,146.25,150.86,154.02,157.46,161.22,163.98,168.53,177.45,188.04,199.4,210.52,221.27,230.32,241.27,246.21,258.05,276.55,291.25,311.43,330.65,351.23,362.97,382.39,405.37,425.18,450.29,473.56,497.27
slv,El Salvador,305.8,313.5,335.97,357.72,390.44,401.66,457.16,510.77,560.98,602.1,632.32,688.46,716.76,752.86,801.72,836.31,874.46,912.92,937.78,1012.31,1035.19,1093.85,1089.97,1148.93,1204.57,1306.63,1365.1,1426.81,1433.46,1529.94,1585.76,1628.18
smr,San Marino,11.45,11.83,12.23,12.64,13.18,13.79,14.35,14.84,15.29,15.65,16.06,16.53,16.95,17.33,17.32,17.89,18.63,18.98,19.22,19.52,19.88,20.07,20.32,20.72,21.31,21.83,22.47,23.02,23.14,23.23,16.99,16.29
som,Somalia,252.17,258.16,264.89,272.74,284.95,298.98,311.59,323.74,335.83,347.16,359.1,368.55,377.75,388.2,399.93,410.12,423.24,437.32,454.38,472.97,490.69,503.58,512.4,529.86,550.06,570.3,592.79,617.54,645.31,673.18,699.87,724.28
srb,Serbia,3228.57,3377.55,3514.5,3664.85,3832.09,4033.22,4257.8,4436.19,4168.6,4394.69,4477.88,4503.29,4475.59,4607.66,4700.46,4979.16,5088.44,5119.08,5244.56,5309.92,5295.9,5296.94,5367.69,5303.43,5447.82,5582.73,5623.42,5718.39,5705.96,5751.38,5812.5,5831.97
ssd,South Sudan,201.74,204.36,208.65,211.52,214.68,221.38,222.79,213.75,217.56,219.97,224.07,218.07,218.65,230.57,241.64,245.96,259.39,270.69,280.41,295.65,311.09,325.52,344.5,365.51,385.7,399.56,417.04,430.11,447,467.74,491.15,512.34
stp,Sao Tome and Principe,5.07,5.2,5.39,5.58,5.76,5.71,5.99,6.3,6.74,7.09,7.36,7.7,8.02,8.24,8.56,8.47,9.03,9.45,9.69,10.23,11.02,11.36,11.85,12.64,13.83,14.54,15.42,16.35,17.36,18.47,19.53,20.48
sur,Suriname,42.23,44.13,46.3,48.6,48.85,47.24,47.21,49.6,52.98,57.89,60.67,65.05,70.81,74.52,77.48,79.36,81.17,83.42,87.33,90.9,93.46,96.11,98.87,103.99,110.02,115.47,119.76,123.74,128.5,133.39,134.7,128.28
svk,Slovak Republic,1456.93,1517.15,1538.53,1613.5,1677.89,1743.28,1750.87,1883.45,1918.38,1987.77,1994.96,2103.11,2107.41,2157.01,2215.1,2278.21,2338.86,2449,2416.66,2502.27,2470.49,2570.82,2623.33,2683.78,2692.01,2776.42,2774.37,2866.63,2913.9,2939.49,2906.04,2956.42
svn,Slovenia,777.57,848.08,890.76,938.39,942.37,944.74,985.42,981.68,1035.75,1116.93,1069.99,1117.64,1129.86,1170.57,1228.18,1218.05,1196.2,1250.59,1250.73,1247.04,1239.58,1257.36,1297.42,1298.61,1259.66,1338.64,1297.23,1390.34,1412.94,1330.51,1235.9,1214.68
swe,Sweden,5127.21,5214.54,5353.73,5434.25,5419.53,5718.43,5905.18,6044.5,6272.8,6206.25,6341.66,6330.15,6551.57,6765.7,6986.42,7025.69,7025.16,6995.79,7127.76,7043.96,7205.15,7402.38,7470.79,7548.36,7571.69,7339.53,7313.47,6830.91,6507.89,6390.29,5992.97,5962.15
swz,Eswatini,39.47,42.01,44.27,46.31,48.52,51.19,53.48,56.39,60.56,66.7,74.84,81.67,89.14,94.07,98.6,102.09,103.04,104.54,105.01,106.85,108.07,109.32,112.2,115.54,118.6,121.05,124.19,128.01,132.06,135.93,138.98,141.74
syc,Seychelles,7.57,8.04,8.64,9.3,10,10.72,11.67,12.7,13.74,14.59,15.42,16.2,17.02,17.8,18.47,19.3,20.12,20.91,21.46,22.02,22.71,23.44,24.3,25.21,26.16,27.08,28.11,29.11,30.17,31.11,30.26,28.92
syr,Syria,626.41,679.19,755.64,784.27,835.12,890.69,952.19,1020.37,1109.64,1188.48,1246.2,1279.01,1347.82,1425.48,1534.62,1624.44,1724.32,1847.46,2056.71,2222.86,2450.18,2591.05,2673.43,2692.56,2699.66,2714.65,2789.21,2889.69,3010.29,3146.64,3255.42,3367.41
tcd,Chad,179.7,179.75,188.04,196.62,197.01,198.13,205.81,212.47,220.29,228.57,237.35,247.04,254.73,267.33,274.72,285.16,293.78,308.05,321.48,331.91,348.84,363.69,379.69,394.83,413.87,431.69,453.13,475.23,498.84,523.71,549.19,573.46
tgo,Togo,138.59,146.83,153.54,160.21,167.23,172.97,179.37,187.96,196.36,204.31,214.62,224.66,233.8,245.48,253.63,265.63,279.65,298.35,319.83,343.32,365.31,386.98,406.26,424.3,449.63,472.62,508.51,545.24,577.31,613.49,648.8,685.38
tha,Thailand,4566.96,4971.57,5300.03,5724.87,6135.96,6604.19,7159.86,7383.45,7919.73,8746.87,9487.45,10043.15,11142.57,11937.12,12766.83,13148.79,14331.85,15443.39,16275.5,16798.15,17581.31,18071.36,18518.88,18904.25,19549.79,20302.07,21010.48,21478.46,22460.5,23561.98,24113.46,24500.44
tjk,Tajikistan,368.24,373.52,384.67,385.5,396.7,394.28,390.44,379.09,370.92,367.58,365.29,366.39,371.36,381.43,394.49,412.91,428.38,446.87,463.61,484.8,500.26,514.12,531.06,541.61,566.47,590.44,617.84,641.88,667.7,695.83,729.12,763.65
tkm,Turkmenistan,275.68,236.47,236.42,268.78,311.14,327.88,340.35,336.11,320.88,278.2,266.57,273.03,288.22,289.83,311.46,350.73,396.25,405.34,409.15,410.66,448.67,503.99,547.23,582.25,599.24,610.63,628.08,642.91,655.79,669.76,680.45,688.65
tls,Timor-Leste,22.76,23.91,25.19,26.4,27.51,28.55,29.54,30.45,31.8,32.92,34.17,35.41,35.95,38.15,38.59,40.21,42.32,45.63,48.42,54.3,56.89,64.48,69.85,73.92,77.75,79.47,82.74,85.94,89.48,93.47,95.4,98.16
ton,Tonga,17.2,17.82,18.31,18.89,19.39,19.78,20.18,20.68,21.36,21.75,21.98,22.05,21.99,21.92,21.86,21.93,22.04,22.26,22.55,23,23.43,23.72,24.04,24.3,24.57,24.93,25.33,25.78,26.33,26.98,27.51,28.06
tto,Trinidad and Tobago,235.63,238.99,237.73,269.2,291.5,300.24,299.5,292.08,309.04,306.6,309.84,314.4,328.39,348.29,382.55,370.1,387.04,421.76,442.29,452.31,466.45,482.97,486.65,519.2,541.05,568.23,607.75,608.56,617.67,629.68,646.19,653.45
tun,Tunisia,618.66,676.22,736.74,792.67,836.66,907.48,952.41,1008.08,1080.86,1155.86,1236.03,1323.32,1418.39,1510.77,1595.61,1661.5,1726.26,1806.59,1898.82,1996.99,2085.14,2188.75,2298.6,2411.32,2520.54,2639.85,2762,2903.77,3040.18,3180.39,3267.71,3405.34
