geo,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
lao,Lao,17.03,17.26,17.54,17.81,18.07,18.33,18.64,19.05,19.45,19.86,19.99,20.5,20.78,21.15,21.58,22.06,22.57,23.11,23.65,24.14,24.39,24.85,25.08,25.43,25.84,26.26,26.6,27.09,27.41,27.83,28.01,28.17
lbn,Lebanon,45.62,45.77,46.83,48.25,48.64,50.43,51.88,53.74,55.91,58.68,63.73,67.8,72.49,77.51,78.15,80.51,81.97,83.67,85.62,87.65,88.85,92.58,95.39,96.98,97.14,96.82,95.37,93.73,93.59,95.05,96.05,96.61
lbr,Liberia,14.63,14.89,14.83,14.82,15.1,15.15,15.46,15.38,15.57,15.8,16.21,16.32,16.5,16.51,16.9,17.12,17.45,17.81,18.4,19.48,20.34,20.62,21.49,22.2,22.35,22.39,22.67,22.8,22.99,23.65,24.22,24.63
lby,Libya,20.97,22.49,23.71,24.91,25.51,25.57,25.55,26.84,28.74,30.61,32.68,34.58,36.32,37.82,39.17,40.42,40.95,42.81,44.79,46.43,47.54,48.34,48.76,48.42,48.28,47.75,47.83,48.52,49.08,49.28,48.16,47
lca,St. Lucia,56.61,57.3,59.39,58.02,57.01,55.04,54.92,52.22,50.94,51.69,51.5,50.57,51.17,49.64,50.58,49.01,48.9,47.82,48.65,50.42,51.92,53.83,56.45,53.72,52.95,53.92,54.05,54.48,54.61,54.82,56.53,58.21
lka,Sri Lanka,17.27,17.12,17.5,17.63,18.3,18.53,19.29,20.07,20.01,20.49,20.76,20.4,20.88,21.88,23.2,24.48,25.28,25.45,26.02,27.32,27.31,28.23,28.26,28.8,29.18,29.72,30.04,30.54,30.97,31.24,29.13,30.38
lso,Lesotho,15.58,15.65,15.73,15.76,15.7,15.33,14.96,14.9,16.34,18.27,21.19,22.2,23.67,26.06,27.46,28.4,28.81,28.88,29.24,29.43,29.99,30.42,31.42,32.34,33.13,33.76,33.93,33.98,34.24,34.8,34.87,34.34
ltu,Lithuania,47.52,49.81,49.32,52.99,53.15,51.93,52.14,50.76,51.73,51.74,52.47,54.45,53.66,56.29,54.72,56.75,55.34,57.34,60.77,56.26,55.35,57.69,57.1,55.87,52.35,54.91,53.03,50.77,51.34,52.55,51.84,53.33
lux,Luxembourg,86.83,85.03,82.34,88.1,90.35,92.03,88.4,87.87,86.27,88.28,92,91.94,90.47,90.97,88.24,90.17,93.56,92.51,95.31,96.69,95.84,92.23,89.08,91.59,95.86,98.05,91.63,87.88,84.41,81.12,71.91,73.21
lva,Latvia,45.89,46.75,48.58,53.49,57.14,54.9,47.45,47.08,50.28,49.93,48.61,51.14,50.04,50.47,51.27,51.51,55.41,53.33,54.4,56.82,55.79,54.83,52.17,55.63,53.51,53.6,54.68,52.71,53.45,53.01,51.4,52.43
mar,Morocco,11.05,11.37,11.69,12,12.3,12.52,12.73,13.08,13.26,13.66,13.95,14.4,15.23,16.12,16.83,17.43,18.03,18.79,19.45,20.13,20.78,21.51,22.19,22.92,23.66,24.44,25.26,25.97,26.91,27.67,28.41,29.1
mco,Monaco,110.99,111.96,113.19,115.33,118.56,122.9,127.55,131.61,135.07,137.91,140.75,143.05,144.98,147.55,150.57,155.39,159.09,160.99,162.35,163.7,165.81,166.4,167.63,168.17,167.51,167.31,166.49,166.12,166.02,165.37,164.02,163.82
mda,Moldova,43.99,42.18,38.58,41.34,44.85,45.72,44.05,38.97,36.62,39.84,39.5,39.5,40.25,40.46,38.66,39.7,41.57,43.05,45.18,47.38,46.75,44.81,44.45,44.93,46.15,49.38,48.14,46.41,46.46,47.06,48.19,48.8
mdg,Madagascar,20.37,20.28,20.24,20.32,19.77,19.44,19.44,19.66,19.74,19.45,19.47,19.23,19.39,19.38,19.33,18.97,18.83,18.94,19.23,19.56,19.92,20.21,20.48,20.77,21.22,21.68,22.23,22.73,23.29,23.89,24.47,24.99
mdv,Maldives,13.75,14.42,15.12,15.6,15.89,16.72,17.76,18.62,18.94,19.37,20.06,20.56,19.8,20.02,20.28,20.63,21.09,21.37,21.54,21.63,21.78,21.7,21.58,21.32,21.14,21.3,21.4,21.58,21.58,21.46,20.51,21.16
mex,Mexico,28.7,29.33,30.76,32.11,32.98,35.05,35.95,37.11,38.14,38.23,37.68,37.95,39.18,39.34,39.27,39.65,39.69,39.13,40.32,41.54,40.33,40.37,41.54,42.29,43.38,43.72,45.58,46.06,47.38,48.22,49.23,50.73
mhl,Marshall Islands,29.67,30.85,31.96,33.08,34.01,34.77,35.15,35.54,36.04,36.54,36.98,37.36,37.81,38.17,38.56,39.02,39.47,39.71,39.96,40.5,40.99,41.45,41.75,42.04,42.44,42.79,43.04,43.39,43.75,44.18,44.38,44.5
mkd,North Macedonia,46.95,47.65,48.87,49.7,50.9,52.68,55.47,59.57,62.58,62.06,61.63,61.99,62.7,64.54,65.61,66.96,69.92,73.25,72.79,72.38,73.21,72.14,73.12,71.08,71.1,72.3,71.54,70.74,70.03,69.15,66.66,67.03
mli,Mali,18.38,18.48,18.66,18.8,19.13,19.64,19.84,19.95,20.05,20.14,20.37,20.45,20.59,20.56,20.49,20.44,20.55,20.78,21.14,21.39,21.75,21.99,22.17,22.63,22.92,23.13,23.52,23.85,24.08,24.28,24.44,24.69
mlt,Malta,83.69,83.73,83.79,89.4,90.07,86.02,86.35,85.66,87.72,85.41,86.79,84.26,82.85,83.76,84.29,87.15,89.01,88.37,87.16,91.41,89.39,87.17,84.4,85.1,83.19,81.75,79.72,77.35,78.52,78.7,73.22,80.76
mmr,Myanmar,23.45,23.82,24.16,24.52,24.79,25.08,25.3,25.56,25.9,26.21,26.62,26.82,27.16,27.59,27.88,28.03,28.14,28.01,27.94,27.94,27.9,27.98,27.62,28.07,28.64,29.11,29.58,30.1,30.55,31.1,31.5,31.81
mne,Montenegro,65.27,63.93,64.2,64.5,65.29,65.07,65.99,67.31,69.81,71.91,73.72,76.79,78.88,79.69,80.36,80.96,82.14,82.07,82.84,84.4,85.25,85.84,87.1,88.31,88.77,90.26,91.11,93.16,93.97,95.51,92.71,85.18
mng,Mongolia,7.99,8.51,8.9,9.22,9.09,9.47,9.62,9.98,9.95,9.97,9.77,9.73,9.75,9.78,9.94,10.25,10.56,10.68,10.69,10.85,10.86,10.97,11.03,11.18,11.2,11.31,11.43,11.82,12.14,12.44,11.88,11.37
moz,Mozambique,16.16,16.13,16.12,16.09,16.15,16.24,16.45,16.74,16.87,17.03,17.31,17.2,17.57,17.74,18,18.32,18.56,19.07,19.77,20.43,21.28,21.84,22.32,22.74,23.16,23.56,23.99,24.52,24.91,25.54,25.8,26
mrt,Mauritania,18.44,18.59,18.88,19.01,18.87,19.1,19.55,19.79,20.09,20.19,20.66,20.99,21.13,20.99,21.42,21.57,22.06,21.96,21.95,22.68,22.91,23.11,23.85,24.38,24.42,24.68,24.99,26.07,26.85,28.47,29.21,30.47
mus,Mauritius,20.23,19.86,26.49,29.08,32.25,30.5,28.95,29.79,31.2,35.39,37.72,39.09,38.11,42.75,41.73,41.05,38.52,36.53,39.09,39,40.63,39.98,43.16,42.93,43.94,45.2,45.89,49.23,49.31,53.73,50.08,53.58
mwi,Malawi,15.13,15.09,15.17,15.3,15.54,15.87,16.2,16.46,16.8,16.9,17.06,16.99,17.12,17.47,17.72,17.64,17.77,18.14,18.63,19.19,19.88,20.36,20.72,21.12,21.68,22.42,23.28,24.09,24.78,25.48,25.96,26.39
mys,Malaysia,32.49,32.52,33.19,34.14,33.99,35.32,35.42,36.13,36.97,40.13,39.08,39.11,40.15,41.7,42.21,42.84,43.23,43.43,44.32,45.79,47.17,47.77,48.28,49.57,51.04,54.3,55.5,57.96,58.89,60.35,57.06,61.25
nam,Namibia,23.77,24.16,24.71,25.25,25.78,26.24,26.51,27.08,27.86,29.1,30.46,30.33,31.54,33.63,34.53,35.55,35.83,36.56,37.89,39.85,41.42,42.32,43.8,45.39,47.5,48.65,49.47,49.89,50.41,50.85,51.15,51.14
ner,Niger,10.56,10.65,10.71,10.74,10.84,10.94,10.91,10.95,10.95,11.02,11.11,11.28,11.25,11.35,11.33,11.46,11.6,11.74,11.58,11.66,11.47,11.62,11.77,12.07,12.41,12.44,12.6,12.74,12.8,12.88,12.95,13.02
nga,Nigeria,24.59,25.06,25.36,25.58,25.83,26.06,26.18,26.29,26.51,26.79,27.17,27.73,28.18,28.64,29.19,29.53,29.99,30.59,30.96,32.25,33.91,35.62,36.89,38.02,38.94,39.23,40.42,41.17,41.8,42.5,42.94,43.87
nic,Nicaragua,14.79,16.06,16.59,17.6,17.25,18,18.83,18.91,19.49,20.03,20.77,22.1,23.08,23.35,24.6,25.59,24.84,26.68,27.8,28.66,28.79,29.72,30.28,30.96,32.39,32.41,34.16,34.36,34.06,34.21,31.81,31.89
nld,Netherlands,92.18,95.14,96.93,98.71,99.75,98.96,101.29,102.03,102.13,105.49,104.59,105.55,106.57,105.86,105.95,106.66,108.39,107.6,108.73,107.01,108.39,108.98,106.96,105.24,103.1,103.27,103.52,99.46,97.02,94.37,88.92,88.19
nor,Norway,64.64,66.09,67.16,69.32,73.3,74.98,80.06,80.95,81.05,79.51,80.82,81.92,82.04,81.42,82,83.08,82.08,81.71,79.93,79.04,78.35,78.7,76.15,77.48,75.42,70.92,68.66,64.5,65.52,63.6,61.98,60.61
npl,Nepal,9.85,9.91,9.95,10.08,10.14,10.12,10.06,10.02,9.99,10.02,9.94,9.92,9.94,10.03,10.11,10.23,10.38,10.63,10.92,11.23,11.58,11.88,12.16,12.49,12.77,13.29,13.65,14.03,14.27,14.55,14.85,15.07
nru,Nauru,47.25,47.45,47.66,47.17,47.48,47.53,47.75,48.2,48.65,48.58,48.48,48.64,48.35,48.24,48.07,47.96,47.96,47.88,48.01,48.51,49.02,49.65,50.39,51.31,52.38,53.34,54.22,55.15,56.15,57.24,57.77,58.25
nzl,New Zealand,107.6,103.61,99.07,99.12,96.31,97.81,102.73,102.88,101.68,102.74,100.42,98.79,97.51,96.65,97.94,98.24,96.78,96.58,95.88,96.01,94.93,94.22,94.41,94.31,94.23,94.66,93.23,91.93,91.31,90.62,86.05,89.15
omn,Oman,9.48,9.87,10.57,11.31,12.27,13.07,13.46,14.12,15.05,16.19,16.99,17.73,18.45,19.2,19.5,18.96,18.79,19.12,19.93,20.95,21.06,21,20.88,20.93,21.71,22.05,22.57,22.51,22.22,22.5,20.5,20.62
pak,Pakistan,26.47,27.6,29.08,30.6,31.96,33.11,33.69,34.35,35.04,35.85,36.85,37.59,38.16,38.68,38.82,38.78,38.8,39.02,39.5,39.92,40.23,40.57,40.63,41.1,41.39,41.99,42.57,43.4,43.84,44.56,45.33,45.91
pan,Panama,35.89,34.93,37.73,38.04,38.15,39.2,40.93,44.41,46.53,43.68,47.24,48.13,47.63,49.28,51.38,50.5,50.33,52.03,54.17,55.61,56.27,59.1,60.01,63.21,62.51,62.91,65.28,68.12,65.56,68.52,72.64,72.51
per,Peru,21.18,21.12,22.68,23.05,24.54,26.06,25.99,27.07,27.4,26.76,26.58,26.13,27,27.15,26.19,26.21,25.78,25.04,25.99,28.19,28.61,28.79,28.96,29.2,29.09,29.2,29.95,32.57,34.37,36.37,34.59,34.63
phl,Philippines,29.39,29.2,29.9,30.35,30.69,31.04,31.65,31.96,32.49,32.74,33.6,34.35,34.62,34.47,34.24,34.09,33.73,33.54,33.83,34.45,35,35.63,36.44,37.15,37.85,39.27,40.35,40.97,41.77,42.79,42.68,43.3
plw,Palau,68.71,69.94,71.13,72.17,73.05,73.89,74.86,75.87,76.96,77.44,76.78,76.06,75.11,73.84,73.78,73.64,73.16,73.04,73.03,73.56,74.17,75.02,75.64,76.67,76.04,75.66,76.32,76.77,76.39,76.32,75.89,76.33
png,Papua New Guinea,23.86,24.46,24.6,24.8,24.92,25.08,25.63,25.46,25.64,25.77,25.93,25.79,25.55,25.03,24.49,24.27,24.01,23.85,23.43,23.11,24.14,24.75,24.91,24.5,24.95,25.95,25.9,26.56,26.73,27.52,27.48,27.29
pol,Poland,40.69,42.01,43.37,43.48,45.34,47.36,47.81,49.27,50.77,52.51,52.45,52.68,53.06,53.7,54.51,56.22,57.17,57.15,57.26,57.81,56.54,58.25,58.89,59.32,60,60.79,60.67,61.79,62.16,61.63,58.65,59.78
prk,North Korea,16.08,16.26,16.41,16.58,16.71,16.83,16.9,16.95,17.07,17.26,17.49,17.74,18.05,18.49,19.01,19.66,20.32,20.93,21.54,22.07,22.52,22.73,22.96,23.08,23.28,23.53,23.88,24.18,24.51,24.84,24.96,25.04
prt,Portugal,64.44,66.57,68.15,68.74,69.63,71.3,73.86,76.07,76.01,74.64,75.05,75.27,73.59,72.68,73.03,83.18,85.52,82.46,80.43,80.77,80.46,79.07,79.89,76.44,74,73.97,75.85,76.19,73.91,74.59,69.66,70.55
pry,Paraguay,23.58,23.96,25.53,26.86,27.71,28.81,29.76,30.13,31.02,32.33,33.68,34.07,35.04,35.99,36.87,37.07,37.41,37.14,37.57,38.34,39.05,39.57,39.85,41.02,41.22,42.03,43.74,43.31,43.85,44.61,42.91,43.65
pse,Palestine,39.44,40.15,40.94,41.57,42.11,42.48,42.87,43.77,44.87,46.24,47.68,48.8,49.93,50.94,52.36,52.89,53.68,55.62,57.73,60.08,62.68,66.34,67.48,68.01,69.4,69.61,70.53,71.14,71.88,73.34,73.15,76.53
qat,Qatar,66.74,68.12,70.85,75.04,76.2,74.4,74.84,76.04,76.97,78.75,78.73,82.69,87.75,92.79,97.45,100.92,108.11,117.3,120.78,120.85,118.66,120.56,121.92,126.88,131.5,131.75,136.17,138.08,139.1,137.86,124.79,125.28
rou,Romania,34.24,34.18,34.89,35.8,37.4,39.76,40.86,40.89,42.07,42.75,43.05,44.59,45.4,45.67,45.85,47.42,46.79,46.29,46.6,48.72,49.23,47.86,49.72,50.38,53.21,53.67,54.61,55.61,54.97,54.17,53.07,55.54
rus,Russia,37.34,38.89,41.59,46.04,47.65,45.62,44.13,42.88,42.74,45.09,45.24,44.96,45.11,46.7,47.67,51.21,49.57,48.83,50.63,50.82,52.82,51.52,51.62,52.51,54.94,55.4,55.34,53.88,55.35,55.4,55.34,57.35
rwa,Rwanda,26.27,26.82,27.46,28.27,28.3,27.88,27.58,27.74,27.78,27.27,26.53,25.58,24.95,24.61,24.55,24.59,24.85,25.08,25.32,25.51,25.93,26.35,26.77,27.22,27.71,28.19,28.63,29.24,29.77,30.56,31.38,31.91
sau,Saudi Arabia,15.38,16.3,17.26,18.21,19.15,19.71,20.28,21.36,22.54,23.89,25.39,26.73,28.02,29.07,29.84,31.1,32.31,33.87,35.33,36.76,37.73,38.57,39.4,40.77,42.09,42.75,44.26,44.81,45.34,45.67,45.83,46
sdn,Sudan,9.54,9.69,9.84,9.98,10.12,10.23,10.35,10.51,10.71,10.93,11.21,11.47,11.94,12.37,12.68,12.82,13.01,13.35,13.87,14.48,15.06,15.67,16.15,16.57,17.18,17.77,18.5,19.12,19.78,20.47,21.19,21.83
sen,Senegal,14.91,15.32,15.66,15.93,16.19,15.99,16.15,16.07,16.31,16.5,15.79,18.48,18.65,18.26,18.72,18.57,18.35,18.83,19.4,20.25,20.1,20.66,20.71,21.58,22.52,22.25,23.19,23.4,23.53,24.66,24.97,25.2
sgp,Singapore,40.68,38.79,39.41,41,41.06,43.96,44.86,46.77,47.85,50.02,50.58,53.19,54.03,52.92,56.1,56.59,59.07,57.89,60.13,59.43,59.18,59.26,59.64,59.1,58.07,58.71,63.84,67.15,63.78,63.09,59.97,57.63
slb,Solomon Islands,19.15,20.01,20.41,20.93,21.41,21.41,21.81,22.53,22.88,22.87,23.26,23.05,23,23.04,22.94,23.08,23.52,23.39,22.96,24.32,24.51,26.52,27.47,28.21,29.2,29.55,29.37,30.08,30.56,31.29,31.63,31.23
sle,Sierra Leone,12.94,12.92,12.98,13.01,13.04,13.26,13.38,13.49,13.61,13.69,13.91,14.34,14.81,15.31,15.77,16.17,16.45,16.81,16.79,17.12,17.77,18.14,18.74,19.24,19.76,19.8,20.13,20.6,20.86,21.3,21.61,21.92
slv,El Salvador,17.74,17.75,18.52,19.22,20.47,20.58,22.85,24.93,26.74,28.03,28.72,30.51,31.04,31.84,33.1,33.72,34.42,35.13,35.26,37.19,37.19,38.42,37.48,38.66,39.65,42.08,43.03,44.06,43.37,45.36,46.09,46.49
smr,San Marino,68.04,68.5,69,69.5,70.66,72.08,73.23,74,74.56,74.59,74.85,75.51,75.88,76.16,76.31,77.34,78.32,78.09,77.43,76.97,76.69,75.88,75.34,75.31,75.69,76.05,76.95,77.56,77.02,76.44,55.01,51.92
som,Somalia,15.11,15.08,15.12,15.17,15.31,15.48,15.6,15.7,15.77,15.78,15.8,15.72,15.67,15.64,15.64,15.57,15.61,15.65,15.77,15.91,16.03,16.14,16.12,16.17,16.21,16.22,16.27,16.34,16.45,16.5,16.5,16.45
srb,Serbia,54.3,56.22,57.79,59.28,61.63,64.47,67.29,69.11,64.16,66.96,67.49,67.05,65.92,67.29,68.05,71.59,72.6,72.45,73.84,74.34,73.72,73.34,73.99,72.55,74.01,75.47,75.63,76.57,75.93,76.12,75.72,75.88
ssd,South Sudan,16.87,16.9,17.02,17.03,17.05,17.26,17.17,16.5,16.53,16.45,16.42,15.88,15.69,16.05,16.32,16.22,16.54,16.73,16.84,17.17,17.47,17.7,18.07,18.45,18.82,18.96,19.31,19.67,20.2,20.58,20.89,21.18
stp,Sao Tome and Principe,14.44,14.74,15.18,15.62,16.02,15.85,16.47,17.1,18.02,18.69,19.18,19.66,20.11,20.3,20.66,20.14,20.8,21.17,21.2,21.76,22.71,22.81,23.15,23.85,25.13,25.58,26.26,26.91,27.58,28.3,28.85,29.17
sur,Suriname,29.77,30.51,31.36,32.26,31.79,30.08,29.28,29.91,30.91,32.65,33.2,34.38,36.02,36.54,36.74,36.36,35.85,35.5,35.95,36.31,36.19,36.12,36.08,36.87,37.94,38.8,39.22,39.55,40.07,40.61,40.12,37.47
svk,Slovak Republic,45.32,46.62,46.64,48.24,49.41,50.61,50.12,53.33,53.65,54.81,54.12,56.29,55.61,56.14,56.84,57.71,58.44,60.47,58.78,60.04,58.39,59.94,60.26,60.79,60.08,61.22,60.48,61.81,62.05,61.91,60.03,60.41
svn,Slovenia,58.12,62.81,65.17,67.74,67.21,66.71,68.49,67.3,70,74.63,70.08,72.27,71.95,74,76.54,74.74,71.98,74.33,73.42,72.41,71.06,71.22,72.85,72.09,69.51,73.06,69.34,73.33,73.28,67.92,61.38,60.21
swe,Sweden,77.04,77.52,79.17,79.48,78.61,82.22,84.04,85.77,89.07,87.03,88.5,86.95,89.07,91.93,93.91,93.2,92.1,90.65,91.64,89.63,90.44,92.12,91.8,91.07,90.02,85.55,85.1,77.65,72.53,71.28,65.47,64.21
swz,Eswatini,21.63,22.29,22.73,23.02,23.36,23.86,24.16,24.66,25.61,27.26,29.61,31.43,33.5,34.73,35.9,36.75,36.79,36.94,36.69,36.81,36.69,36.51,36.75,37.08,37.27,37.22,37.34,37.57,37.8,37.92,37.85,37.71
syc,Seychelles,25.78,26.89,28.35,29.9,31.42,32.89,34.97,37.16,39.18,40.64,41.82,42.77,43.76,44.52,44.88,45.38,45.93,46.47,46.36,46.2,46.53,46.96,47.54,48.15,48.91,49.51,50.35,51.09,51.9,52.48,49.59,47.23
syr,Syria,20.08,21.13,22.78,22.96,23.72,24.56,25.44,26.33,27.58,28.55,29.13,29.02,29.59,30.22,31.29,31.98,32.77,33.67,35.89,37.43,39.76,40.42,40.2,39.86,39.98,40.15,41,42.01,43.17,44.32,44.83,45.39
tcd,Chad,11.4,11.24,11.52,11.81,11.66,11.59,11.79,11.95,12.18,12.39,12.64,12.88,13.06,13.42,13.53,13.75,13.86,14.16,14.44,14.56,14.88,15.08,15.29,15.44,15.67,15.82,16.03,16.24,16.46,16.66,16.88,17.03
tgo,Togo,17.05,17.4,17.54,17.62,17.72,17.66,17.68,17.82,17.92,17.96,18.18,18.35,18.42,18.57,18.51,18.67,18.95,19.37,19.95,20.55,21.01,21.4,21.57,21.72,22.12,22.42,23.17,23.87,24.32,24.89,25.36,25.86
tha,Thailand,19.83,20.78,21.4,22.27,23.06,23.94,25.04,24.98,25.85,27.62,29.03,29.82,32.19,33.64,35.14,35.34,37.47,39.26,40.11,39.97,40.66,40.95,41.04,40.92,41.41,42.15,42.79,42.94,44.15,45.61,45.97,46.08
tjk,Tajikistan,23.45,23.54,24.05,23.92,24.45,24.07,23.44,22.38,21.69,21.21,20.62,20.21,20.09,20.17,20.31,20.6,20.65,20.81,20.82,21,20.63,20.26,19.98,19.4,19.49,19.45,19.5,19.46,19.41,19.42,19.61,19.9
tkm,Turkmenistan,23.35,19.48,19.12,21.14,24.1,24.8,25.06,24.21,22.46,18.84,17.47,17.47,17.97,17.61,18.47,20.14,22.04,22.27,21.88,21.36,22.73,24.65,26.2,27.17,27.4,27.43,27.66,27.82,27.84,27.91,27.86,27.74
tls,Timor-Leste,12.42,12.68,12.98,13.26,13.52,13.48,13.59,13.68,13.92,14.08,14.08,14.17,14.01,14.37,14.21,14.21,14.43,14.96,15.32,16.5,16.77,18.36,19.28,19.83,20.28,20.29,20.57,20.83,21.14,21.53,21.49,21.6
ton,Tonga,54.67,55.95,56.67,57.82,58.69,59.14,59.65,60.51,61.85,62.25,62.16,61.64,60.73,59.79,58.89,58.41,58.01,57.92,58.02,58.58,59.05,59.21,59.44,59.53,59.66,60.01,60.41,60.92,61.59,62.48,63.02,63.6
tto,Trinidad and Tobago,52.09,50.98,49.27,54.38,57.03,57.33,55.67,52.83,53.9,52.18,51.43,50.82,51.84,53.48,57.18,54.04,54.99,58.66,60.3,60.14,60.6,61.33,60.39,62.98,64.32,66.21,69.52,68.47,68.19,68.21,68.72,68.54
tun,Tunisia,22.82,24.03,25.21,26.13,26.61,27.84,28.22,28.87,29.91,30.93,32,33.04,34.19,35.16,35.91,36.34,36.68,37.32,38.15,39.01,39.59,40.37,41.18,41.98,42.65,43.43,44.17,45.16,45.99,46.81,46.85,47.69
tur,Turkey,11.5,11.94,12.29,12.66,12.98,13.21,13.32,13.39,13.4,13.32,12.85,12.32,12.68,17.92,22.97,28.05,32.31,36.04,39.84,43.94,46.68,48.5,49.35,50.11,51.31,52.52,53.97,54.91,54.93,55.99,56.78,57.29
tuv,Tuvalu,30.49,31.27,32.08,33.02,33.8,34.86,35.62,36.5,37.03,37.62,38.11,38.23,38.42,38.4,38.31,38.07,38.33,38.55,38.84,39.37,39.83,40.28,40.58,40.87,41.34,41.82,42.31,42.69,43.11,43.63,43.81,43.96
tza,Tanzania,21.02,21.13,21.18,21.31,21.52,21.68,21.79,21.99,22.27,22.29,22.26,22.39,22.45,22.94,23.34,23.71,24,24.32,24.61,24.96,25.29,25.58,25.88,26.21,26.64,27.22,27.8,28.39,28.99,29.73,30.4,30.98
uga,Uganda,21.55,22.67,23.04,23.95,24.95,25.81,26.35,26.91,27.95,28.7,30.05,30.86,31.05,31.14,31.28,30.82,30.23,29.63,28.98,28.82,28.95,29.03,29.45,30.17,31,31.84,32.86,33.36,34.37,35.44,36.62,37.4
ukr,Ukraine,48.22,50.14,52.03,54.22,55.12,56.69,54.45,52.76,50.83,52.11,52.37,51.11,51.72,51.45,50.79,45.86,43.17,44.38,45.82,43.69,43.02,41.62,42.42,42.49,39.68,39.14,38.47,38.46,39.26,39.72,37.34,37.84
ury,Uruguay,67.35,67.67,66.06,67.41,69,70.03,70.1,71.8,73.93,72.47,75.18,72.37,74.15,72.97,75.7,75.79,74.79,73.77,72.08,72.1,71.89,71.83,70,70.23,69.91,71.97,71.35,71.7,73.1,74.44,71.09,73.99
usa,USA,124.27,124.87,123.91,125.33,127.05,128.73,127.82,125.66,123.08,122.4,122.29,123.11,122.15,121,118.65,117.19,115.09,112.81,111.97,112.57,110.56,109.49,107.21,104.48,103.16,102.27,102.18,100.45,98.27,97.06,96.34,97
uzb,Uzbekistan,24.3,24.05,23.28,23.64,23.56,22.57,22.11,21.56,21.48,21.76,23.3,23.4,23.96,24.41,24.9,25.5,23.36,22.71,21.97,21.39,21.39,21.46,21.92,22.74,23.13,24.4,25.32,26.61,26.11,25.13,25.02,24.9
vct,St. Vincent and the Grenadines,57.66,60.18,62.63,63.98,64.93,62.57,61.49,57.33,55.17,57.3,58.63,59.96,59.22,57.57,58.47,56.8,56.67,57.22,61.21,63.32,64.76,68.56,72.79,72.15,69.9,68.86,67.87,67.07,68.04,69.34,69.65,70.38
ven,Venezuela,36.19,38.02,40.03,39.06,43.05,44.71,45.48,46.24,46.91,47.07,46.91,47.06,50.37,49.02,47.21,47.91,48.98,50.31,53.61,56.11,58.02,61.68,63.53,63.4,64.65,64.88,70.14,70.23,69.67,70.75,71.91,72.99
vnm,Vietnam,13.35,13.62,13.97,14.31,14.67,15.06,15.32,15.67,16.03,16.36,16.64,17.01,17.38,17.78,18.17,18.55,18.81,19.23,19.71,20.31,21.06,21.65,22.16,22.71,23.34,24.01,24.48,24.96,25.43,25.93,26.41,26.59
vut,Vanuatu,20.39,21.39,22.25,22.84,23.92,23.61,24.09,24.36,24.69,25.12,24.47,24.86,23.74,22.84,22.96,23.96,24.2,24.85,25.23,25.35,25.62,26.32,26.68,27.01,27.38,27.67,27.9,28.21,28.57,28.96,29.22,29.41
wsm,Samoa,26.49,27.04,27.6,28.16,28.67,29.23,29.76,30.23,30.6,30.73,30.74,30.63,30.44,30.38,30.21,30,29.78,29.94,30.19,30.72,31.28,31.72,32.2,32.7,33.1,33.58,34.26,34.67,35.04,35.48,35.67,35.85
yem,Yemen,7.9,8.03,8.21,8.36,8.53,8.61,8.66,8.74,8.85,9.18,9.49,9.8,10.41,11,11.61,11.97,12.26,12.62,13.33,13.78,13.87,14.39,14.64,15.18,15.61,16.14,16.24,16.01,16.19,17.17,17.65,17.96
zaf,South Africa,26.25,26.15,27.6,26.15,26.82,24.94,24.7,26.69,26.31,26.1,27.29,27.44,28.67,30.33,31.73,32.9,34.13,34.75,35.79,36.83,37.82,38.59,39.21,40.14,41.6,42.47,42.55,41.85,41.52,41.14,42.57,42.35
zmb,Zambia,20.58,21.07,21.46,21.72,22.01,22.22,22.24,22.19,22.12,22,21.92,21.68,21.6,21.6,21.94,22.46,23.38,24.24,25.32,26.67,28.39,30.19,31.9,33.88,35.96,38.03,40.05,42.36,43.37,44.31,44.99,45.01
zwe,Zimbabwe,22.65,22.54,21.83,20.79,20.32,19.42,19.63,20.53,23.29,27.2,31.61,35.14,39.06,42.45,45.48,44.19,43.21,41.6,41.87,41.56,40.72,39.85,39.6,39.56,40.05,40.53,41.01,41.19,41.83,42.09,42,41.8
